WPA_id,new_job,skillup_find_new_job,match_count,target
WPA_151800,1,1,5,1
WPA_150764,1,1,5,1
WPA_150409,1,1,5,1
WPA_149009,1,1,5,1
WPA_2141,1,1,5,1
WPA_152793,1,1,5,1
WPA_1523,1,1,2,1
WPA_147222,1,1,5,1
WPA_1321,1,1,4,1
WPA_144614,1,1,6,1
WPA_145009,1,1,5,1
WPA_143557,1,1,5,1
WPA_144091,1,1,5,1
WPA_142626,1,1,5,1
WPA_142979,1,1,5,1
WPA_141842,1,1,6,1
WPA_141958,1,1,5,1
WPA_140520,1,1,5,1
WPA_140626,1,1,5,1
WPA_140680,1,1,5,1
WPA_140960,1,1,5,1
WPA_137895,1,1,5,1
WPA_137921,1,1,6,1
WPA_138618,1,1,5,1
WPA_138960,1,1,5,1
WPA_140248,1,1,6,1
WPA_137218,1,1,5,1
WPA_137697,1,1,5,1
WPA_133434,1,1,6,1
WPA_131655,1,1,5,1
WPA_129712,1,1,6,1
WPA_130923,1,1,6,1
WPA_128644,1,1,5,1
WPA_128857,1,1,5,1
WPA_129372,1,1,5,1
WPA_127899,1,1,6,1
WPA_127914,1,1,5,1
WPA_126843,1,1,6,1
WPA_125836,1,1,5,1
WPA_124648,1,1,5,1
WPA_2607,1,1,3,1
WPA_122422,1,1,5,1
WPA_122973,1,1,6,1
WPA_121793,1,1,5,1
WPA_121919,1,1,6,1
WPA_119827,1,1,6,1
WPA_120966,1,1,5,1
WPA_121217,1,1,5,1
WPA_118225,1,1,5,1
WPA_115668,1,1,5,1
WPA_116184,1,1,6,1
WPA_114874,1,1,5,1
WPA_114912,1,1,5,1
WPA_113402,1,1,5,1
WPA_113471,1,1,5,1
WPA_114096,1,1,6,1
WPA_113358,1,1,6,1
WPA_110955,1,1,6,1
WPA_111874,1,1,5,1
WPA_110475,1,1,6,1
WPA_109349,1,1,5,1
WPA_109879,1,1,6,1
WPA_109027,1,1,6,1
WPA_109030,1,1,5,1
WPA_107875,1,1,5,1
WPA_106897,1,1,5,1
WPA_106913,1,1,5,1
WPA_107357,1,1,5,1
WPA_107397,1,1,5,1
WPA_105633,1,1,5,1
WPA_105683,1,1,5,1
WPA_106614,1,1,6,1
WPA_106746,1,1,5,1
WPA_4732,1,1,3,1
WPA_4211,1,1,5,1
WPA_104690,1,1,6,1
WPA_105459,1,1,6,1
WPA_103280,1,1,5,1
WPA_104289,1,1,5,1
WPA_102786,1,1,5,1
WPA_100759,1,1,6,1
WPA_101209,1,1,5,1
WPA_100393,1,1,5,1
WPA_100636,1,1,6,1
WPA_98516,1,1,5,1
WPA_98632,1,1,6,1
WPA_98673,1,1,1,1
WPA_98134,1,1,4,1
WPA_98269,1,1,6,1
WPA_98384,1,1,5,1
WPA_97279,1,1,5,1
WPA_97540,1,1,6,1
WPA_97617,1,1,5,1
WPA_96898,1,1,6,1
WPA_96575,1,1,2,1
WPA_95722,1,1,5,1
WPA_95342,1,1,2,1
WPA_95410,1,1,5,1
WPA_95499,1,1,4,1
WPA_94921,1,1,2,1
WPA_95136,1,1,6,1
WPA_95142,1,1,6,1
WPA_94622,1,1,3,1
WPA_93981,1,1,2,1
WPA_94502,1,1,1,1
WPA_6165,1,1,6,1
WPA_5670,1,1,3,1
WPA_5402,1,1,5,1
WPA_93180,1,1,5,1
WPA_93361,1,1,5,1
WPA_92947,1,1,1,1
WPA_92478,1,1,4,1
WPA_92610,1,1,3,1
WPA_92615,1,1,5,1
WPA_92329,1,1,4,1
WPA_91782,1,1,2,1
WPA_91790,1,1,4,1
WPA_91910,1,1,1,1
WPA_91519,1,1,6,1
WPA_91044,1,1,5,1
WPA_90825,1,1,5,1
WPA_90628,1,1,3,1
WPA_89738,1,1,4,1
WPA_89794,1,1,5,1
WPA_89875,1,1,5,1
WPA_89597,1,1,3,1
WPA_89678,1,1,5,1
WPA_88375,1,1,5,1
WPA_88459,1,1,1,1
WPA_88120,1,1,3,1
WPA_88159,1,1,4,1
WPA_87724,1,1,2,1
WPA_87009,1,1,5,1
WPA_87127,1,1,6,1
WPA_86555,1,1,2,1
WPA_86426,1,1,3,1
WPA_85843,1,1,5,1
WPA_85926,1,1,2,1
WPA_85951,1,1,3,1
WPA_85991,1,1,5,1
WPA_85508,1,1,3,1
WPA_85519,1,1,5,1
WPA_85625,1,1,5,1
WPA_85666,1,1,6,1
WPA_84078,1,1,5,1
WPA_84301,1,1,3,1
WPA_83858,1,1,2,1
WPA_83332,1,1,5,1
WPA_83185,1,1,2,1
WPA_82845,1,1,6,1
WPA_82510,1,1,4,1
WPA_81610,1,1,4,1
WPA_81291,1,1,2,1
WPA_80540,1,1,5,1
WPA_80626,1,1,5,1
WPA_79095,1,1,5,1
WPA_78856,1,1,3,1
WPA_78947,1,1,4,1
WPA_78987,1,1,2,1
WPA_79000,1,1,4,1
WPA_77978,1,1,5,1
WPA_77633,1,1,4,1
WPA_77834,1,1,6,1
WPA_77271,1,1,5,1
WPA_77024,1,1,1,1
WPA_77028,1,1,1,1
WPA_76515,1,1,3,1
WPA_75883,1,1,6,1
WPA_76023,1,1,5,1
WPA_75544,1,1,1,1
WPA_75592,1,1,2,1
WPA_75656,1,1,4,1
WPA_8624,1,1,4,1
WPA_75235,1,1,4,1
WPA_75256,1,1,1,1
WPA_75356,1,1,4,1
WPA_74940,1,1,2,1
WPA_75103,1,1,2,1
WPA_74789,1,1,1,1
WPA_73607,1,1,5,1
WPA_73192,1,1,2,1
WPA_73173,1,1,1,1
WPA_72272,1,1,5,1
WPA_72399,1,1,4,1
WPA_71912,1,1,5,1
WPA_72193,1,1,5,1
WPA_71427,1,1,2,1
WPA_70765,1,1,3,1
WPA_71049,1,1,4,1
WPA_70513,1,1,1,1
WPA_70581,1,1,5,1
WPA_70072,1,1,6,1
WPA_70137,1,1,3,1
WPA_69887,1,1,5,1
WPA_69407,1,1,3,1
WPA_69602,1,1,4,1
WPA_68781,1,1,5,1
WPA_68985,1,1,4,1
WPA_68514,1,1,4,1
WPA_67958,1,1,1,1
WPA_68361,1,1,3,1
WPA_67735,1,1,6,1
WPA_67750,1,1,6,1
WPA_67830,1,1,1,1
WPA_67320,1,1,3,1
WPA_67524,1,1,3,1
WPA_66866,1,1,5,1
WPA_67283,1,1,4,1
WPA_66397,1,1,5,1
WPA_66607,1,1,4,1
WPA_66143,1,1,3,1
WPA_64616,1,1,2,1
WPA_64380,1,1,3,1
WPA_64560,1,1,6,1
WPA_64172,1,1,4,1
WPA_63651,1,1,1,1
WPA_63112,1,1,5,1
WPA_62736,1,1,5,1
WPA_62833,1,1,2,1
WPA_62487,1,1,5,1
WPA_61705,1,1,4,1
WPA_61806,1,1,3,1
WPA_60487,1,1,5,1
WPA_60506,1,1,6,1
WPA_60564,1,1,2,1
WPA_60366,1,1,5,1
WPA_60442,1,1,4,1
WPA_60252,1,1,2,1
WPA_59656,1,1,5,1
WPA_59829,1,1,6,1
WPA_59872,1,1,5,1
WPA_58843,1,1,1,1
WPA_10500,1,1,3,1
WPA_9804,1,1,5,1
WPA_9903,1,1,2,1
WPA_58570,1,1,3,1
WPA_58434,1,1,5,1
WPA_58046,1,1,6,1
WPA_57379,1,1,5,1
WPA_57013,1,1,3,1
WPA_57081,1,1,3,1
WPA_56676,1,1,2,1
WPA_56552,1,1,4,1
WPA_55725,1,1,5,1
WPA_56001,1,1,1,1
WPA_55660,1,1,4,1
WPA_54252,1,1,4,1
WPA_54257,1,1,3,1
WPA_54414,1,1,4,1
WPA_53177,1,1,4,1
WPA_53030,1,1,4,1
WPA_53086,1,1,2,1
WPA_52614,1,1,4,1
WPA_52653,1,1,6,1
WPA_51326,1,1,2,1
WPA_50919,1,1,4,1
WPA_50369,1,1,4,1
WPA_50012,1,1,5,1
WPA_49410,1,1,5,1
WPA_49411,1,1,3,1
WPA_48967,1,1,4,1
WPA_48215,1,1,5,1
WPA_47593,1,1,4,1
WPA_47646,1,1,5,1
WPA_47675,1,1,4,1
WPA_47763,1,1,2,1
WPA_47212,1,1,4,1
WPA_47465,1,1,3,1
WPA_46895,1,1,2,1
WPA_46901,1,1,3,1
WPA_46502,1,1,6,1
WPA_46710,1,1,5,1
WPA_45687,1,1,5,1
WPA_45884,1,1,3,1
WPA_45250,1,1,2,1
WPA_44896,1,1,4,1
WPA_44115,1,1,4,1
WPA_44267,1,1,2,1
WPA_43924,1,1,6,1
WPA_44021,1,1,1,1
WPA_43745,1,1,6,1
WPA_43109,1,1,5,1
WPA_42599,1,1,3,1
WPA_42170,1,1,2,1
WPA_40564,1,1,1,1
WPA_40258,1,1,6,1
WPA_40137,1,1,6,1
WPA_39692,1,1,5,1
WPA_39695,1,1,5,1
WPA_39820,1,1,2,1
WPA_39833,1,1,4,1
WPA_39321,1,1,4,1
WPA_38993,1,1,3,1
WPA_39214,1,1,1,1
WPA_39274,1,1,3,1
WPA_38704,1,1,5,1
WPA_38845,1,1,5,1
WPA_38615,1,1,4,1
WPA_12705,1,1,5,1
WPA_38085,1,1,4,1
WPA_38185,1,1,2,1
WPA_37490,1,1,4,1
WPA_37572,1,1,5,1
WPA_37692,1,1,2,1
WPA_37738,1,1,3,1
WPA_36943,1,1,2,1
WPA_37163,1,1,2,1
WPA_35531,1,1,4,1
WPA_35786,1,1,4,1
WPA_35308,1,1,3,1
WPA_35086,1,1,2,1
WPA_34850,1,1,4,1
WPA_34473,1,1,3,1
WPA_33879,1,1,3,1
WPA_33882,1,1,5,1
WPA_33931,1,1,4,1
WPA_34003,1,1,3,1
WPA_33587,1,1,2,1
WPA_33306,1,1,2,1
WPA_33113,1,1,3,1
WPA_32800,1,1,6,1
WPA_32348,1,1,5,1
WPA_32565,1,1,1,1
WPA_32137,1,1,5,1
WPA_31480,1,1,4,1
WPA_31764,1,1,4,1
WPA_31126,1,1,4,1
WPA_13631,1,1,2,1
WPA_30742,1,1,2,1
WPA_30773,1,1,2,1
WPA_30590,1,1,4,1
WPA_30226,1,1,1,1
WPA_29626,1,1,5,1
WPA_29744,1,1,2,1
WPA_28791,1,1,6,1
WPA_26941,1,1,1,1
WPA_24328,1,1,1,1
WPA_23010,1,1,6,1
WPA_22471,1,1,6,1
WPA_22061,1,1,4,1
WPA_21513,1,1,4,1
WPA_21532,1,1,5,1
WPA_17038,1,1,3,1
WPA_16755,1,1,1,1
WPA_16180,1,1,2,1
WPA_15666,1,1,5,1
WPA_15869,1,1,3,1
WPA_14962,1,1,5,1
WPA_819,1,1,1,1
WPA_149115,1,1,6,1
WPA_153867,1,1,5,1
WPA_152411,1,1,5,1
WPA_156994,1,1,5,1
WPA_928,1,0,2,0
WPA_1438,1,0,6,0
WPA_343,1,0,5,0
WPA_353,1,0,6,0
WPA_368,1,0,6,0
WPA_371,1,0,1,0
WPA_373,1,0,6,0
WPA_236,1,0,3,0
WPA_407,1,0,6,0
WPA_415,1,0,3,0
WPA_444,1,0,6,0
WPA_455,1,0,6,0
WPA_466,1,0,4,0
WPA_537,1,0,4,0
WPA_598,1,0,6,0
WPA_609,1,0,3,0
WPA_622,1,0,6,0
WPA_697,1,0,5,0
WPA_152332,1,0,5,0
WPA_152373,1,0,5,0
WPA_152489,1,0,5,0
WPA_152599,1,0,6,0
WPA_152648,1,0,6,0
WPA_143438,1,0,5,0
WPA_143899,1,0,5,0
WPA_143991,1,0,6,0
WPA_144177,1,0,6,0
WPA_145021,1,0,5,0
WPA_145219,1,0,5,0
WPA_145675,1,0,5,0
WPA_146031,1,0,5,0
WPA_2359,1,0,4,0
WPA_2378,1,0,6,0
WPA_2380,1,0,3,0
WPA_2444,1,0,6,0
WPA_2455,1,0,4,0
WPA_143270,1,0,6,0
WPA_143290,1,0,5,0
WPA_143326,1,0,6,0
WPA_2189,1,0,6,0
WPA_2214,1,0,0,0
WPA_2218,1,0,4,0
WPA_2221,1,0,2,0
WPA_2222,1,0,3,0
WPA_2257,1,0,1,0
WPA_2288,1,0,5,0
WPA_2304,1,0,6,0
WPA_155753,1,0,5,0
WPA_156258,1,0,5,0
WPA_156360,1,0,5,0
WPA_156552,1,0,6,0
WPA_156706,1,0,6,0
WPA_156930,1,0,6,0
WPA_791,1,0,6,0
WPA_2148,1,0,6,0
WPA_15528,1,0,3,0
WPA_15556,1,0,1,0
WPA_15559,1,0,2,0
WPA_15585,1,0,1,0
WPA_15597,1,0,4,0
WPA_15611,1,0,3,0
WPA_15626,1,0,1,0
WPA_15742,1,0,2,0
WPA_15103,1,0,1,0
WPA_15125,1,0,3,0
WPA_15165,1,0,3,0
WPA_15255,1,0,5,0
WPA_15258,1,0,3,0
WPA_15315,1,0,5,0
WPA_15319,1,0,4,0
WPA_15361,1,0,3,0
WPA_14926,1,0,4,0
WPA_14937,1,0,1,0
WPA_14977,1,0,3,0
WPA_14987,1,0,6,0
WPA_15020,1,0,4,0
WPA_15043,1,0,4,0
WPA_15049,1,0,4,0
WPA_15101,1,0,2,0
WPA_149516,1,0,5,0
WPA_149598,1,0,6,0
WPA_149644,1,0,5,0
WPA_149821,1,0,5,0
WPA_14802,1,0,1,0
WPA_14816,1,0,3,0
WPA_14843,1,0,4,0
WPA_14917,1,0,4,0
WPA_16969,1,0,6,0
WPA_16980,1,0,5,0
WPA_17012,1,0,2,0
WPA_17041,1,0,3,0
WPA_17114,1,0,2,0
WPA_17204,1,0,2,0
WPA_17220,1,0,3,0
WPA_17224,1,0,2,0
WPA_16617,1,0,5,0
WPA_16637,1,0,3,0
WPA_16639,1,0,5,0
WPA_16768,1,0,1,0
WPA_16801,1,0,2,0
WPA_16813,1,0,5,0
WPA_16865,1,0,4,0
WPA_16884,1,0,4,0
WPA_16389,1,0,4,0
WPA_16393,1,0,3,0
WPA_16425,1,0,0,0
WPA_16500,1,0,5,0
WPA_16546,1,0,3,0
WPA_16568,1,0,5,0
WPA_16586,1,0,2,0
WPA_16604,1,0,5,0
WPA_15764,1,0,4,0
WPA_15963,1,0,1,0
WPA_16068,1,0,3,0
WPA_16202,1,0,5,0
WPA_16229,1,0,2,0
WPA_16255,1,0,4,0
WPA_16292,1,0,2,0
WPA_16322,1,0,1,0
WPA_18293,1,0,3,0
WPA_18405,1,0,4,0
WPA_18462,1,0,3,0
WPA_18575,1,0,4,0
WPA_18613,1,0,3,0
WPA_18626,1,0,5,0
WPA_18690,1,0,2,0
WPA_18770,1,0,3,0
WPA_17838,1,0,2,0
WPA_17878,1,0,4,0
WPA_17881,1,0,0,0
WPA_17937,1,0,3,0
WPA_17966,1,0,6,0
WPA_18055,1,0,2,0
WPA_18257,1,0,2,0
WPA_18284,1,0,1,0
WPA_17514,1,0,4,0
WPA_17560,1,0,6,0
WPA_17639,1,0,6,0
WPA_17640,1,0,5,0
WPA_17683,1,0,3,0
WPA_17700,1,0,2,0
WPA_17743,1,0,3,0
WPA_17806,1,0,4,0
WPA_17230,1,0,3,0
WPA_17249,1,0,4,0
WPA_17266,1,0,4,0
WPA_17297,1,0,4,0
WPA_17319,1,0,4,0
WPA_17348,1,0,3,0
WPA_17401,1,0,3,0
WPA_17472,1,0,2,0
WPA_20047,1,0,5,0
WPA_20133,1,0,2,0
WPA_20151,1,0,5,0
WPA_20194,1,0,5,0
WPA_20210,1,0,6,0
WPA_20221,1,0,4,0
WPA_20226,1,0,3,0
WPA_20301,1,0,1,0
WPA_19659,1,0,2,0
WPA_19688,1,0,4,0
WPA_19759,1,0,6,0
WPA_19764,1,0,4,0
WPA_19812,1,0,5,0
WPA_19914,1,0,3,0
WPA_20021,1,0,0,0
WPA_20046,1,0,3,0
WPA_19326,1,0,3,0
WPA_19337,1,0,1,0
WPA_19412,1,0,4,0
WPA_19414,1,0,4,0
WPA_19433,1,0,6,0
WPA_19548,1,0,2,0
WPA_19559,1,0,6,0
WPA_19606,1,0,2,0
WPA_18808,1,0,4,0
WPA_18893,1,0,4,0
WPA_18946,1,0,6,0
WPA_18976,1,0,6,0
WPA_19055,1,0,3,0
WPA_19072,1,0,3,0
WPA_19203,1,0,5,0
WPA_19292,1,0,3,0
WPA_21559,1,0,5,0
WPA_21637,1,0,1,0
WPA_21645,1,0,4,0
WPA_21665,1,0,4,0
WPA_21686,1,0,4,0
WPA_21689,1,0,4,0
WPA_21738,1,0,4,0
WPA_21752,1,0,4,0
WPA_21278,1,0,5,0
WPA_21393,1,0,4,0
WPA_21425,1,0,4,0
WPA_21433,1,0,4,0
WPA_21450,1,0,2,0
WPA_21469,1,0,4,0
WPA_21483,1,0,3,0
WPA_21502,1,0,2,0
WPA_20794,1,0,6,0
WPA_20824,1,0,5,0
WPA_21017,1,0,5,0
WPA_21122,1,0,3,0
WPA_21176,1,0,5,0
WPA_21182,1,0,4,0
WPA_21237,1,0,1,0
WPA_21270,1,0,2,0
WPA_20321,1,0,3,0
WPA_20337,1,0,3,0
WPA_20439,1,0,3,0
WPA_20600,1,0,5,0
WPA_20609,1,0,5,0
WPA_20620,1,0,4,0
WPA_20710,1,0,3,0
WPA_20727,1,0,1,0
WPA_22560,1,0,4,0
WPA_22613,1,0,5,0
WPA_22624,1,0,0,0
WPA_22661,1,0,5,0
WPA_22682,1,0,3,0
WPA_22688,1,0,4,0
WPA_22698,1,0,2,0
WPA_22768,1,0,6,0
WPA_22336,1,0,4,0
WPA_22365,1,0,1,0
WPA_22380,1,0,3,0
WPA_22403,1,0,5,0
WPA_22476,1,0,3,0
WPA_22494,1,0,3,0
WPA_22521,1,0,2,0
WPA_22543,1,0,5,0
WPA_22107,1,0,5,0
WPA_22116,1,0,1,0
WPA_22119,1,0,3,0
WPA_22169,1,0,5,0
WPA_22217,1,0,6,0
WPA_22233,1,0,1,0
WPA_22238,1,0,4,0
WPA_22322,1,0,5,0
WPA_21810,1,0,5,0
WPA_21826,1,0,6,0
WPA_21869,1,0,3,0
WPA_21878,1,0,6,0
WPA_21893,1,0,4,0
WPA_21925,1,0,5,0
WPA_21961,1,0,5,0
WPA_22093,1,0,4,0
WPA_23749,1,0,4,0
WPA_23789,1,0,3,0
WPA_23827,1,0,4,0
WPA_23866,1,0,4,0
WPA_23935,1,0,4,0
WPA_23947,1,0,4,0
WPA_23978,1,0,6,0
WPA_24140,1,0,3,0
WPA_23431,1,0,6,0
WPA_23500,1,0,5,0
WPA_23556,1,0,6,0
WPA_23590,1,0,3,0
WPA_23634,1,0,0,0
WPA_23679,1,0,3,0
WPA_23716,1,0,4,0
WPA_23725,1,0,0,0
WPA_23062,1,0,3,0
WPA_23109,1,0,1,0
WPA_23187,1,0,4,0
WPA_23241,1,0,6,0
WPA_23266,1,0,3,0
WPA_23319,1,0,1,0
WPA_23377,1,0,3,0
WPA_23384,1,0,5,0
WPA_22819,1,0,2,0
WPA_22838,1,0,4,0
WPA_22839,1,0,2,0
WPA_22864,1,0,5,0
WPA_22906,1,0,0,0
WPA_22935,1,0,3,0
WPA_22970,1,0,5,0
WPA_23046,1,0,3,0
WPA_24986,1,0,5,0
WPA_25025,1,0,6,0
WPA_25042,1,0,1,0
WPA_25045,1,0,0,0
WPA_25144,1,0,6,0
WPA_25153,1,0,5,0
WPA_25209,1,0,2,0
WPA_25242,1,0,5,0
WPA_24728,1,0,2,0
WPA_24818,1,0,4,0
WPA_24858,1,0,0,0
WPA_24880,1,0,5,0
WPA_24958,1,0,4,0
WPA_24961,1,0,3,0
WPA_24964,1,0,5,0
WPA_24968,1,0,6,0
WPA_24448,1,0,2,0
WPA_24457,1,0,3,0
WPA_24478,1,0,6,0
WPA_24513,1,0,3,0
WPA_24519,1,0,5,0
WPA_24624,1,0,5,0
WPA_24686,1,0,5,0
WPA_24699,1,0,5,0
WPA_24145,1,0,4,0
WPA_24152,1,0,1,0
WPA_24301,1,0,3,0
WPA_24333,1,0,5,0
WPA_24346,1,0,5,0
